,text,type
11911,serenemind youre perceiver music facebook writting biology youre perceiver plan creep b physical mental youre room look like result hurricane earthquake give damn youre perceiver sj mom son find work im find thing lil bro um hey bro remember leave glass right behind pile lego clothes cheetos lil bro oh right bit mom click expand every give suitcase unpack room week turn closet except clothes use week bed chair even desk give shit,P
11912,case forum study remember suddenly visit year,P
11913,spontaneous fun pretty much give shit free oh get sidetrack sure well ok get job somehow try make plan forget remember something look familiar past remember sit remember random moment something trigger mind,P
11914,desk plenty indiscernible crap summit know exactly everything report finish due date continue receive late penalty packing happen minute leave road trip plan trip cause everything fail becuase forget many detail want understand people motivation income learn socially unacceptable curiosity,P
11915,xd thread fantastic,P
11916,extremely interesting observation today use think perceiver perceiver really lazy always late could really matter time would motivate right way depth first time life finish project due purpose happen due turn event anyway matter finish still time supernumerary make feel extremely insecure time anything keep think something forget quick future anymore understand mean like work pressure,P
11917,perceiver say gon na midnight wake early actually midnight ok minute sleep end sleep,P
11918,understand word routine mean understand professor give much time project sleep with locomote night due really much,P
11919,say ninja lol go know thread,P
11920,sepi say know p ne se fi ti dom question realiable j test determine unorganized anyone personality test inform reliable test way personality cafe alot good get cognitive function stay inform right specify organized free flow anyone seem whole j p thing may mess mbti necessarily mean anything judging dom type mark p perception dom type j make sense fi dom article type perceiver clearly judger attitude easy observe ni dom judger although clearly observant attitude type coherent logic letter agree also say personality test almost impossible get anything else enfp although im practically opposite wonder people think nt nfs seemingly overpower site although reality appear much rarely p pick many absurd answer row order result type,P
11921,know perceiver get pull technicality find registration later find huge pile paper glove box insurance card expire new one still home counter driver license apparently jean pocket last night piss pull already run late work get ticket break actual road rule disorganize get work tell coworkers look though come another planet feel massive shame resentment know look like total solid idiot ditz irritate pride really want believe mature together true story,P
11922,plan week day go keep reschedule everything seemingly whim appointment make rather anxious bother clothes,P
11923,know percipient work morning plan go bed certain time get hour sleep need see time pop shrug look clock every minute waste hour finally force go bed get good enough also happen every day day sleep hour waste day prepare go work day moment j preference get great burst energy feel need organize everything around start pick thing think nothing kill adrenaline like really apply organization skill,P
11924,care thing perform well unless time limit close deadline work fast otherwise would go st pace,P
11925,say need make list else would never anything seriously day make list hardly even get bed eat distracted literally list write like shower eat kind else know etc awesome,P
11926,ionofaeons say still see floor faint clean three light day,P
11927,fuzbal say weird share action perceiver motivation sometimes try organize never work keep schedule day hard mind clean mood feel lazy feel like anything nice bit make everything look nice relate like think unusual perceiver work strength guess get urge clean maybe te get exhaust though,P
11928,24-hour interval instead use laundry basket grab clean laundry dryer carry bedroom hand random sock drop way never see proceed lounge throw couch bed let sit day feel like put clothes away may take week,P
11929,know perceiver know pack couch trip relative house congenator put last minute go perc,P
11930,trouble find thing clean,P
11931,school give every student usage planner first day write homework test vow use religiously founder even open morning,P
11932,nearly look almost railway car like car marry j roud,P
11933,matter hard try always arrive school work time,P
11934,accept screw basket,P
11935,go rampage throw cry fit get panic attack go heavily disorganize room look cell phone clutter find misplaced thing eventually find phone obvious location absentmindedly leave beforehand pass morning live two j parental unit stress annoy hell imposition orderly substance abuse probably stress annoy hell p nonchalance disorderly substance abuse,P
11936,make list break new stationary,P
11937,lose main button coat care still button sanely substantially,P
11938,biggybigone say renew library calendar month book month lmao true long ago renew month library allow renew anymore read first day rest day hand longsighted,P
11939,pm lesson plan due pm get trouble matter begin lesson plan end finish minute finally start,P
11940,procrastinate even procrastinate,P
11941,pull together demonstration half hour presentation last minute first read front audience one-half make say go,P
11942,sparkly say browse forum instead productive work consider browse forum much productive learn lot get amazingly creative idea,P
11943,sepi order know p ne se fi ti dom question realiable j p determine unorganized anyone personality test inform reliable test way personality cafe alot good article cognitive function stay inform right specify organized free flow anyone seem whole j p thing may mess mbti necessarily mean anything judging dom type mark p perception dom type j make sense fi dom get type perceiver clearly judger attitude easy observe atomic number 28 dom judger although clearly observant attitude type coherent logic letter agree also order personality test almost impossible get anything else enfp although im practically opposite wonder people think nt nfs seemingly overpower site although reality appear much rarely test pick many absurd answer row order result type,P
11944,find house anywhere start panic leave one set fifteen minute find make,P
11945,want reply different post per c think eh maybe later,P
11946,finally decide become unionised life recoil,P
11947,gundamchao say bit dingy go know perceiver judging type tend underestimate understand work think better professionally even out perhaps person judgers course really true,P
11948,judge right work well end well judging,P
11949,consistently lose game involve forward planning soon focus lose sight option time see option plan ahead,P
11950,alivingobituary say father like discipline first get job trash pickup er waste management before long birth though several week guess see shit people throw aside gabages sibling room repulse istp like though enneagram type want futher know type btw click expand funny probably hypocritical get upset see others messy place want mess rather mad clean,P
11951,already ask post report 24-hour interval due two day shit get haha excuse much larger project need first,P
11952,game offer pick end google best suffice,P
11953,nothing get many track choice choose take one path one disappear,P
11954,keep empty mug starbucks nada car make look like life together enough stop beverage come work bos love know one day rest department work month finish matter second deadline forget bring mug meeting relief empty starbucks mug nothing,P
11955,twig say wow read frighteningly relevant life x would forget head attach body say probably stupid question still try figure difference ni ne seem ni describe quite decisive one description ne see could ni see sound like ni like map thing make long range plan sound like complete opposite p question mean isfps ni conflict p although still completely sure whether isfp infp would deal contradiction trait like even make sense compare p ni sure right place ask want make entire new topic case answer quick something overlook click expand well relate p j think difference p creative think term possibility solution j one way possible j need bring closure issue go tend keep way like reconsider even change p prefer leave option open long possible prefer decide moment somewhat late even procrastinate mindset opinion experience surpress reconsideration act j change mind go radical direction overnight without notice advance j tend see p liability always late mean arrive minute disregard rule decision make commitment p often tend even extremely loyal j also obligation driven often also mean expectation others even commitment make explicately tend control freak sticky topic correct also tendency ocd p compulsive naughty avoidant,P
11956,dreamer say write shopping list know need go shop otherwise forget something get store realize forget list home every dad burn time,P
11957,take license renewal registration law seriously figure remember take care cop give ticket kind impressed go month expired tag long arm law finally swoop get crazy frustrate force go j mode natural state mind kind family friend gathering get nervous people around relax hard enough insert example get corn chip thank ask time someplace somewhere people know make point give much earlier time late still get early time think shave bullshit keep grow back hate go sleep night waste time even little bit tired regardless time sleep important thing world cat person simply easier,P
11958,djf say look almost like car marry j roud j tacky house clean maybe well-chosen pout,P
11959,store decide brand chocolate bar want purchase five minute star selection one,P
11960,capsicum say someone street ask get weed expression like man true express joy,P
11961,realize instead anime hour reminds certain meme hm,P
11962,youre perceiver listen music chat watch tv facebook writting biology report youre perceiver plan give creep b physical pain c mental pain youre perceiver room look like result nuclear explosion hurricane earthquake alltogether dont give damn youre perceiver sj mom ask mom son find thing work im good find thing lil bro um hey bro remember leave glass right behind pile lego clothes cheetos bag lil bro oh right dig bit thanks prob mom facepalm,P
11963,know suppose fun like condescend tone speaker mention person tongue right p person everything wrong pfft forget j j person incredibly boring everything,P
11964,feel like tomorrow complete task know ho decide work sell simply whether finish,P
11965,unfortunately say g neonbomb think worst mine,P
11966,walk house grab key bc run car without partner decide invest number cod system open guy front door bc keep lock home enfj apologize nonstop minute late lunch date think quite early sent sm g u use tapatalk,P
11967,kiwigrl say sense time think sense time dominant perceiver might simply different judger change external world greatest indicator time think would difficult press keep track extravert since attention habitually inwards probably sensing element si doms would better intuitives ni dom still engage sensory world ti fi unsure also lead function work topic complex thread topic perhaps easily readily different type keep track time interesting topic,P
11968,internet connection open gazillion tab want open anyway even load know block want sink in time connect,P
11969,try end forget time prefer sticky note calender,P
11970,avowedly wild,P
11971,even could make plan score stick with part trash whole plan follow free spirit,P
11972,joule weird relate bunch look left j bear on,P
11973,pabuterasu say judger foresightful parent keep tidy room longer find anything throw useless flat solid sheet biology teacher accept reasoning,P
11974,pack airport airline lose luggage weekend trip clothe next day buy pack underwear walmart open pantry discover house dry camp eat dinner,P
11975,ask x thing expire expressively move hand lol haha maybe much go go x place way pas place suddenly want go x place painfully scream come replace word go x place come word apply post feeling,P
11976,yes indeed several chair bed couch rack wardrobe mention numerous quantity box suspiration whoa test today,P
11977,open several interesting wikipedia link think finish read later later never come,P
11978,pretty sure want buy house want move quit hike trail use payment money return start keep drive house every week,P
11979,lose key find,P
11980,get headache think plan thing program time would bugger off rather go flow,P
11981,insist refrigerator noodle pot cook week dish ever put dirty plate eating next couple save,P
11982,set aside day clean room look worse,P
11983,make major decision case recently go college stress feel like truly data need make right quality,P
11984,find perceiver,P
11985,people tell wish bit like must call up hoi polloi relaxing think much relaxed able get stuff easily,P
11986,answer give thanks doubt perceiver result thank,P
11987,work group project deadline research either enfj esfj want essay least day girl plus keep try micromanage everything think write edit citation leave alone straight student christ sake get,P
11988,starfish say hermit Phthirius pubis tank cockroach get rid try accept roach lad pet laugh loud one,P
11989,walk class people meet elbow room remember go class,P
11990,hour show late everyday school somehow get away,P
11991,somebody recently ask run across year answer alive hopefully question completely baffle,P
11992,distort say think many go plan project brilliant xd future get excite idea come actually never seem able finish sta spy know information accomplish,P
11993,um suppose something tomorrow,P
11994,try get twenty-four hour period clean room month inside finally lose something mess within two day,P
11995,finally succeed cut add up average number open tab cost regularly close one end need later be,P
11996,creamywizard say watch different movie one night get first minute one thing reading bookworm always read something however first speak interest personally within finish page otherwise online get bore read summary abandon information school,P
11997,guy think less prostrate worry happen J,P
11998,nymma say live life sake improve improvise bother plan prepare anything desenrascanco,P
11999,bill j happily take life care stuff marry repair budget health lol,P
12000,drive station bike get back bus completely forget bike someone else pick every single time post take train,P
12001,use expression hand lot,P
12002,friend accounting test coffee open book yet difficult reward come make class time,P
12003,flexible sometimes know care time day,P
12004,tie j happily take care life sentence stuff bill repair budget health lol,P
12005,deskmate absent day next day come back find oneself table state three quarter surface cover junk laughing sit beside another perceiver awesomely dirtiest corner class right beside dustbin yet yet crumple paper fall stationery floor whee oh even though sweeper nearest wait j use clean mess perceiver class probably xd oops,P
12006,meeting actually late get cause bos grab office confidently speak impossible plan day job hindsight much wrong like since strong p worry give damn keep rock non plan strat ofc talk shit happen yesterday,P
12007,distilledmacrocosm aver go without shower Day convince brush teeth every morning night every time laugh,P
12008,see anyone cod closet color wonder,P
12009,know perceiver almost imposible pin daily ongoing number schedule,P
12010,even much space ring binder ball over stumble much cut foot every night yet still move trail bed pathway lol,P
12011,may also perceiver even exciting thing person right may become boring next day trouble stay course professional personal life,P
12012,judging mother ask clean room stuff thing bed whenever something go towards specific area vanish thin air,P
12013,tuttle say know perceiver marry judger beloved throw pile know mountain paperwork need take care know exactly attempt clean rare moment extreme annoyance rearrange content bookcase star war novel longer sequential order steampunk work mixed luke yoda statuette arrange manner would suggest hot heavy fwb situation lately click expand know perceiver marry another perceiver constantly leturing spouse sock lie floor living room turn point glass water leave coffee maven table three day fact forget put cleaning supply away clean last week decide argue solve problem job play video game,P
12014,Set one thing end thing plan need anyways even end day realize one thing suppose still productive so day success try write story tend write scene disjoint order fashion need write mind keep notebook pen person time moment think something important know forget minute forget write,P
12015,write list month create another one find never slash previous one make,P
12016,know p ne se fi ti dom question realiable j p determine unorganized anyone personality test inform true test way personality cafe alot good article cognitive function last out inform,P
12017,love almost everyone think shock dramatic alter facial normal whatever think gasp abnormal,P
12018,could perceiver tbh redact way really like set date produce reasonable goal,P
12019,know eat time decide everyone restaurant order else perceiver,P
12020,watch hell enjoy awful realize objectively movie still try convince friend watch maybe estps wink,P
12021,sight mind mentality practicality bulletin crap board last suppose list nots ive think look twice im month,P
12022,finally get fertilize mess hall use cleaning productive method procrastination make feel less bad sit realize need something extremely annoyed open drawer find instead everything desk,P
12023,work beginning slowly eventide though know time want set pressure fail everything exam,P
12024,know p risk get work school late able explore interesting nook find tongue,P
12025,someone street expect get weed see like man,P
12026,thread make j create double time ready something,P
12027,djf say look almost like j cheap maybe happy pout,P
12028,feel worst human everyone diligent affair organize neat plan everything many judgers around really hate j friend ask time would go home ever make love care,P
12029,cought plane ticket trip month ago leave tomorrow morning even bought luggage yet absolutely nothing ready even think gon na get,P
12030,think guess crazy lol n sgh sent use tapatalk,P
12031,spend time perc productive something could know,P
12032,room closely resemble tornado hit know everything manage minute class make bed anyway try smart well anyway respond well eat,P
12033,cousin spill cup soda lap sit stare lap without say,P
12034,krayfish say anything utile calendar month without break somehow lose,P
12035,go somewhere seem take aim like take time someplace try figure heck leave key actually go destination,P
12036,plan basically change,P
12037,go drive release street randomly solely playfulness get lose purpose,P
12038,twig say wow frighteningly relevant life x would forget attach say stupid question still try figure difference ni seem ni describe quite decisive one ne see ni see sound like ni like make long plan sound like complete mean ni although still completely sure whether infp would deal contradiction trait like even make sense compare p ni right place ask want make entire new case quick something overlook click expand difference n well people wear detail like ring eye probably remember story info relate person probably,P
12039,rule comparable road map erc,P
12040,repeatedly lose organizer keep buy bore scan know judger yarn stress,P
12041,sayonara say make feel since really horrible memory often bring person associate feeling talk exchange remember forth memory say ah see mean person objective rather subjective think n sound like ni,P
12042,almost open might revisit page future,P
12043,really care tongue mostly prefer everyone else largely organize thing go more often than not along ride,P
12044,courageous soul say room make clothes like dirty nest room right ughh sent motoe g lte use tapatalk,P
12045,family sj friend drive completely significant others member insane,P
12046,perform well unless time limit work fast would go pace,P
12047,acknowledge organization work ethic problem instead try fix accept part,P
12048,computer desktop full random icon even see background image anymore husband force organize perceiver idea organize shove everything one folder still find anything,P
12049,doubt messy really sit p bedroom,P
12050,house resemble radioactive wasteland,P
12051,flexible somebody elses plan,P
12052,something call last minute tactic fuel pressure j seem lose ability function,P
12053,crack,P
12054,know say ocarinaoftime perceiver repl write reply get bore sto stole start,P
12055,themartyparade say say gon na clean room three week still look like lamp floor,P
12056,glad read relieve know one keep buy planner lose give people many chance organize mess desk know everything,P
12057,sometimes sleep sleep bag change sheet bed much work,P
12058,task involve win,P
12059,could perceiver tbh place way really like set particular date make reasonable goal,P
12060,totaly messy j mother kepps nag,P
12061,take license impressed registration law seriously long remember take care cop give ticket kind renewal go month expired tag figure arm law finally swoop get crazy frustrate force go j mode natural state mind kind family friend gathering get nervous people around relax hard enough insert example get corn chip thank ask time someplace somewhere people know make point give much earlier time late still get early time think shave bullshit keep grow back hate go sleep night waste time even little bit tired regardless time sleep important thing world cat person simply easier,P
12062,people call administration mess call holler creative organization,P
12063,patronise know suppose fun someone like condescend tone speaker j person everything right p person everything wrong pfft forget mention j person incredibly boring tongue,P
12064,pabuterasu say judger parent keep tidy room longer find anything edit also acquaintance fix appearance every time see say look good something anything maybe one inxp tongue happen also lol,P
12065,linnifae say know perceiver marry another perceiver constantly leturing fact sock lie floor living room turn point glass water video coffee table three day spouse forget put cleaning supply away clean last week decide argue solve problem play leave game love laugh,P
12066,love forum read care surround xxfj type literally day long whether mob work,P
12067,rush homework mom call half job play end afterwards,P
12068,equally istp mother hour late parent keep find something whilst wait ready,P
12069,pness huge,P
12070,armeen quotidian arlerrt say signify fuck routine routine necessary mean people everything exact time etc,P
12071,reschedule detention thursday boring thursday version get deal detention get show last detention original detention get tardiness,P
12072,bernard bernoulli say bos thanks come work time lol roll,P
12073,like clean nice place one clean keep order,P
12074,stick analysis paralysis psychoanalysis analytic thinking,P
12075,make decision see point view subject expend minute try figure order restaurant intelligent interesting,P
12076,angelic gardevoir get down say know perceiver research paper get distract something more or less find slightly relate unrelated,P
12077,school kid paper book folder etc flow locker like waterfall alike every time open,P
12078,browse one wikipedia page maybe ne worse news possibly tell something plan sunday day actually need eternity make slightest decision,P
12079,thirsty go get cup water find place desk one realize probably th cup say also desk living room somewhere fridge forget clean eventually,P
12080,choose thing eat want two lamb meat,P
12081,person time job ask work well pressure yes resounding answer think interview get anything,P
12082,disappoint easily change,P
12083,doubtfulness really p sit mussy bedroom,P
12084,thing go say,P
12085,find stuff chaos,P
12086,xj friend involve free particular day month want say know anything plan moment say day sprightliness plan anything week advance involve month know hate say probably,P
12087,serenemind say youre perceiver listen music chat watch tv facebook writting biology report youre perceiver plan give creep b physical pain c mental pain youre perceiver room look like result nuclear explosion hurricane earthquake alltogether dont give damn youre perceiver sj mom ask mom son find thing work im good find thing lil bro um hey bro remember leave glass right behind pile lego clothes cheetos bag lil bro oh right dig bit thanks prob mom facepalm click expand every planning make give suitcase still unpack room week turn closet except clothes use week room bed chair even desk still give shit,P
12088,go buy dinner everything dinner upon eventually buy dinner cook realise oven temperature even,P
12089,zelian say heard pretty shit due many reason think one see actually really really like hear core negative feedback definitely cool see also new worth character smile,P
12090,thing never give-up the ghost accord plan story living,P
12091,someone ask favorite immediately dozen thing come mind period think manage narrow half dozen,P
12092,realize chore instead watch anime hour consider chore go perc reminds certain kind meme hm,P
12093,youre perceiver listen music chat watch tv facebook writting biology report youre perceiver plan give creep b strong-arm pain c mental pain youre perceiver room look like result nuclear detonation hurricane earthquake alltogether dont give damn youre perceiver sj mom ask mom son find thing work im good find thing lil bro um hey bro remember leave glass right behind pile lego clothes cheetos bag lil bro oh right dig bit thanks prob mom facepalm,P
12094,alivingobituary say job career procrastinator pretty vocation much cunctator,P
12095,suddenly decide everything mess next day oh well,P
12096,dish live sink run silverware still chopstick dish tomorrow computer desktop almost full program file folder file image sort random along save desktop find organized place much hassle lend say computer j friend look horrify internet browser upwards tab extended period time never know might go back get back vacation suitcase remain floor half unpack another week end put alarm clock bathroom force actually go shower turn otherwise know press snooze alarm five billion time end late class despite definite j first two year college super tidy list clorox wipe whole shebang think drive crazy time come understanding alternative organization style would tolerate long stay area luckily lot common room get stuff pretty well,P
12097,pivot throw cause nothing good,P
12098,realize carry plan though throttle make lot prefer life freedom plan schedule actually limit like thing really wish deal push ddl agenda something like,P
12099,whateverlolawants say really tidy perceiver ya perceive mess tend organize pretty well also raise istj father excel organization tidiness,P
12100,adult friend treat like baby judge,P
12101,omg true tapatalk maybe im perceiver base tye sloppy comment l clean place super clean never l like live alone would clean two three time year somehow would stay clean sent sph clean use think,P
12102,thirsty go get cup find desk somewhere probably th cup say desk living room one fridge forget clean eventually,P
12103,love act nonchalantly ntjs sjs horrify mess house room add horror bonus point sfjs instinctively start cleaning,P
12104,observe,P
12105,procrastination thing procrastinating,P
12106,really tidy perceiver ya perceive mess,P
12107,darner say hat whole find know sj laugh make part spring cleaning spring solution cup room problem one cup mother less dish wash crazy,P
12108,switch disabled suppose weirdo look laugh afraid hand actually feel find others reaction fear weird flip ood someone piss treat normal person sometimes need wait others decide make lot apparent mistake reard difference still see need extra nice see favour hiher population real world need adjust want independence lon run,P
12109,drawer throw stuff become site organize chaos know look like landfill site one day come home find parent take everything thrown everything useless away put everything else back organized style cry feel like lose something grow attach sight organize make feel little ill,P
12110,know perceiver whenever j friend wrongfulness say hey wrong say whatever ilk feel like,P
12111,aver ocarinaoftime say actually post something like ilk say steal could ninja lol,P
12112,would call emergency really calm intrigue happen next think lay front porch door next neighbor decide homeless person ask later,P
12113,pluck laugh pluck hard could burst thing read thread also tear eye,P
12114,know perceiver watch movie want kill charachter something bad following scen feel sorry one expose violence kind especially watch prison break,P
12115,flower spoon drop water garden without spill water look unintentionally spill water bring,P
12116,month book library renew,P
12117,man wan na say glad alone come destroyed living space really something struggle honestly realize drink cup sit exist counter day unparalleled notice swear,P
12118,put thing specific place little someone feel need move get annoyed marry j messy person keep car bedroom look like tornado sweep,P
12119,possible say one mysa one much mean hahaha get,P
12120,laidback time like others give fuck sure hell,P
12121,learn subject day exam by calendar month lecture,P
12122,wow site turn white creeper blow ladybug fly window get look,P
12123,look figurehead thread realise unorganised messy front sometimes downright disgust habit anything change,P
12124,forget something right on guess,P
12125,always thing probably already post thread want something set goal completely thing set notice next hour thing give big speech first thing really important remind something job yet otherwise sleep much energy million idea want type right live fairytale call absolutely indecisive go shop need new jacket winter end bying nothing nothing good enough meet high standard,P
12126,know perceiver procrastinate procrastinate,P
12127,omg awesomest thread ever nice member forum write time say positive j instead p tell really think open idea find thread haha relate every single thing awesome feel understood little thing,P
12128,come up become convert ideology vegetarianism buddhism crossfit become zealot month become diehard skeptic arguing validity next wonder many friend dry messy room way mean find everything organize room result unable find anything laugh,P
12129,laidback time like clock others snake pit give fuck sure hell,P
12130,g wait yard wait waitress say,P
12131,go drive turn street randomly solely fun get lose purpose,P
12132,college class one big writing pad keep note something front see look much time decide sit front computer screen,P
12133,field goal accept have screw basket,P
12134,child saw car commercial dad drive babyseat top car baby make rethink kid afraid would lose,P
12135,workspace chic,P
12136,forum instead work,P
12137,wisp go everything dinner buy dinner think take cook forget temperature even annoy sure already read,P
12138,realize carry be after though make lot prefer life exemption be after schedule actually limit like thing really wish deal push ddl something like,P
12139,option cross area fresh touch non snow immaculate make feel happy,P
12140,chemistry test tomorrow postpone study last start study chapter suppose read chapter suppose procrastinate,P
12141,judger parent room longer edit also acquaintance fix every time say look good anything maybe,P
12142,tomorrow,P
12143,work holic achieve lot one day decide slack rest week,P
12144,j parent tendency clean stand chaos everywhere aroud still unanswered question live possible mind even care apprize constantly live life better surface area even adult really long time,P
12145,know perceiver cognitive function tell j every mbti test tell damn p true story case suppose still resemble p know must plan least make decision something never chance forget likely short term memory call lazy random mussy j person plus also tell keep schedule try work maturate j parent still like let j person run everything maturate ask fine j person mainly mom un intj right,P
12146,scintillant say browse forum instead productive work consider browse forum much productive learn draw get amazingly creative idea,P
12147,simpson say understand people j ask go grocery store without shopping list well j leaning never use shopping list see shopping system laugh shopping list people able structure shopping plan spot judging statement welcome contrive laughin,P
12148,vivacissimamente say friend take picture car iphone take aback proceeds post facebook wall see look picture think unusual get impatient work drop minute get anywhere go something else despite know could get drop time drop time think thing actually tidy room unhelpful know bury tidy everything basically messy room except waste time put everything somewhere way,P
12149,month study hour start play videogames,P
12150,heartturnedtoporcelain say available floor space bedroom small trail bed rest floor cover clothes book etc even much space ring binder floor stumble practically cut foot every night yet still move trail bed pathway lol,P
12151,yes indeed several chair bed rack wardrobe numerous amount box test today,P
12152,forget type post know perceiver thread pretty damn brilliant comment assure,P
12153,rear ask fifth time whether stay home new year eventide go friend still answer know many possibility,P
12154,want point enfj physically messy hell mess always pile paper take whatever house inside car could totally clothes lol post p think p comfortable plan thing could never plan lol,P
12155,laidback time like others give fuck sure hell,P
12156,exchange chore define teenage year mom get finish eat insert chore thank enjoy meal dread finish mom get finish eat insert like alright immediately dinner go room play video game mom think go chore dinner get around worry chronologically dinner,P
12157,chadlinski say set goal work already overdue assignment worth already week overdue work hour increment instead waste time perc facebook tumblr hour absolute cut probably go fail entire subject instead work butt assignment arrghh wow amaze post sum entire college career kind know college haha true story would literally stay night google read random stuff paper take literally min write go class go back home go back sleep skip class laugh whole thing problem j professor laugh hahaha understand point deadline never,P
12158,melarlee say know p roommate constantly wonder insert type dish wear go count currently coffee bean cup room glass ice tea pitcher whoop make glass forget look behind couch related note know p behind couch towards middle room couch middle room really consider odd write post click expand think ever everything wash every meter manage miss something murky depth room,P
12159,think,P
12160,bos thanks come work time,P
12161,something tell seem adequate fair to middling fine enough,P
12162,something tell seem fine enough,P
12163,fractal pterodactyl enunciate leave reminder anarchy,P
12164,see worst enemy,P
12165,walk class people class,P
12166,plan make idea happen longer,P
12167,go look cell phone house find coat sack entire time sent iphone habituate tapatalk,P
12168,one thread totally identify even try keep schedule often get change others tentative schedule go flow thing seem work time,P
12169,krayfish say anything useful month without break somehow lose,P
12170,many rush say lazy lay back describe perceiver way see perceiver much lazy overwhelm opportunity opportunity flunk list go sometimes p lack skill perseverance crunch dreary bit piece give task cruddy way completion without complain fingertip bleed neurotic perceiver may seek closure heartily skillfully next judger might lack si ni see hard work complete big encompass doctrine one acceptable society result endeavor full hole hold water speak thus condemn effort bereft judgers strong fe te also help since fjs work adherence mutual goal humanity tjs follow strict perfunctory systemic logic manage vision stick schedule routine therefore get less plague disorder distress enjoy able easily juggle successful career kid relationship spouse friend family process get life perceiver suit successful teach fill calendar guess make u feel trap scheduled perceiver know resemble panda bear dark circle around eye drowsy demeanor loophole success perceiver lie either strong se everything sport fun thus sps achieve lot move quickly place place complete task strong ne salvation np come imagination interconnection skill patron may find adorable thus keep np pet genius,P
12171,say room themartyparade gon na clean say three week still look like lamp floor,P
12172,like live grade clean nice place one clean restrain keep order,P
12173,perceiver base sigh srsly though closest match p past line infp close call relate yet j say everything write difference ti clearly use ti thank gilda radner character make yet stahp shit go useful e fee rat actual adorable smart soft friendly funny rat cage neat though bedroom also neat,P
12174,forget forget forget email someone something important future remember spare moment always wrong place,P
12175,psych blank never know answer questsion plan usually question person say say stare blank stare plus nothing always surprise simple look,P
12176,get bed even though use bathroom,P
12177,great idea throw surprise birthday party dad idea awesome go get everyone excite realise need plan party ah seriously call j champion now idea start sent samsung sgh use tapatalk,P
12178,pretty odd say complete major assignment one day due second nature work group project girl think either enfj esfj want essay least day deadline plus keep try micromanage everything research write edit citation leave alone straight student christ sake get,P
12179,angelic gardevoir say know perceiver suggestion relieve oneself schedule relieve oneself life supposedly easier relieve oneself cringe recently force anxiety awful write every break day sometimes even follow follow list relieve oneself anxious follow end result procrastination lol,P
12180,idea confine list planner one nightmare j family think another way,P
12181,mother tell tidy room insist messy know everything pull apart rc car prompt father put back together get sidetrack day leave piece bedroom floor sense time,P
12182,make list attempt sharpen effort get distract make list hit snooze button many time morning everything last minute normally pretty good job website horribly distract homework hallway class like simply wing,P
12183,know perceiver thought fill every little fifteen minute block time schedule absolutely horrify mean leave room contingency possibility may arise make love think perpetually busy anything brag prove danger exhaust also know perceiver win decide order favorite restaurant time scan menu drink cup coffee want see anything new add since last unexampled visit know perceiver recipe suggestion write stone give free rein change idea come mind know perceiver show culturally acceptable judge face academic corporate world yet true type leisure time close friend perceiver want jump conclusion,P
12184,get bed fifty-fifty though use can,P
12185,joule djf say look almost like car marry j roud j cheap get hitched with house clean maybe happy pout,P
12186,thompidoo say get shit go great length put aside time get sit start first go check facebook perc quick quiz see silent mbti type quickly reread sit read thousand time dinner time literally fall out apartment right final exam due midnight instead read post procrastinate,P
12187,happen bed novelty month less make,P
12188,child saw car commercial papa drive babyseat top car baby make rethink jolly afraid would lose,P
12189,research quantum theory end cute cat video,P
12190,cereszal know perceiver tell j every mbti tell p true story case suppose still resemble know plan least make decision something likely short term memory call messy j plus also tell keep schedule work grow parent still like j ask fine person mainly un right click would mom talent,P
12191,get thrill cancel,P
12192,hahaha yes,P
12193,ocarinaoftime say go know enfp thread ok unfinished sentence intentional oh ask ha stole repl give prop think yes make fun lack follow laugh steal ninja lol clarify post like post know enfp communicate make sure intention well understood know perceiver use phrase like good worry someone else stress change late cool,P
12194,fydis say j parent tendency clean stand chaos everywhere aroud still unanswered question live possible mind even care instruct constantly live life better area even adult really long time dad bring up lot perceiver discipline like messy room affect life anyway one living mean still clean mess bother much honestly cleaning like inconvenience every second day seem bloody thing day,P
12195,reason mean family say text friend meet outside suddenly shit see star war hear pretty go due many ohana think one see,P
12196,bend take shoe horseshoe half day realize match brand color luckily comfortable happy shoe,P
12197,walk house grab key bc run car without partner decide invest number cod system open guy front door bc keep lock home enfj apologise nonstop minute late lunch date think quite early beam sm g u use tapatalk,P
12198,score high perceive mbti test,P
12199,armeen arlerrt say funny probably hypocritical peculiar get upset see others messy place want mess rather mad clean sooner want pest room maybe rationalization,P
12200,chickydoda say room look awesome live haha thanks c pretty much live often even eat meal love personalize stuff u,P
12201,yous tidy,P
12202,ravengal say choose two thing want would lamb meat unless extremely difficult decision case let choice away fade choose quite easily two thing perceiver plus lamb meat eat never want eat lamb though pricey,P
12203,sir kanra say try schedule everything end forget look time prefer sticky note calender yes start use sticky note refrigerator actually work better planner wish know high school alexa back day,P
12204,close two day remind shit better run huh oh gift guess frustrate,P
12205,classmate find procrastinate literally every single project include group work hand absolute last day possible shock still get better grade poor sjs haha,P
12206,apartment divide dirty clothes bag clean briefly base robe worn clothes floor,P
12207,flightsoffancy say something call last minute tactic fuel pressure j seem lose ability function break pressure supposed istj friend fuel pressure mean really isfp,P
12208,g say wait wait,P
12209,kasthu say post know judger thread make gasp shudder horror omfg humanity would never believe see eye image never forget,P
12210,feel worst human everyone diligent thing organize neat plan everything many real judgers around really hate j friend ask time would go mastermind home ever know care,P
